,MSE_tensorflow,R2_tensorflow,MSE_own_NN,R2_own_NN,parameters_own_NN,neurons_first_hidden,learning_rate,regularization
301,0.8764,0.1415,0.8371,0.1801,257.0,64.0,0.01,0.0005994842503189409
302,0.8781,0.1399,0.859,0.1585,257.0,64.0,0.004641588833612782,0.0005994842503189409
303,0.8859,0.1323,0.8994,0.119,257.0,64.0,0.0021544346900318843,0.0005994842503189409
304,0.8957,0.1227,1.0683,-0.0464,257.0,64.0,0.001,0.0005994842503189409
305,0.9125,0.1062,1.3713,-0.3432,257.0,64.0,0.0004641588833612782,0.0005994842503189409
306,1.0269,-0.0059,1.4497,-0.42,257.0,64.0,0.00021544346900318845,0.0005994842503189409
307,0.9659,0.0539,1.4853,-0.4549,257.0,64.0,0.0001,0.0005994842503189409
308,1.028,-0.007,0.7199,0.2948,257.0,64.0,0.5,0.0016681005372000592
309,0.6576,0.3558,0.7732,0.2427,257.0,64.0,0.1,0.0016681005372000592
310,0.8706,0.1472,0.8022,0.2142,257.0,64.0,0.046415888336127795,0.0016681005372000592
311,0.8797,0.1384,0.824,0.1929,257.0,64.0,0.021544346900318846,0.0016681005372000592
312,0.878,0.14,0.8424,0.1749,257.0,64.0,0.01,0.0016681005372000592
313,0.8782,0.1398,0.8645,0.1532,257.0,64.0,0.004641588833612782,0.0016681005372000592
314,0.8804,0.1376,0.9037,0.1148,257.0,64.0,0.0021544346900318843,0.0016681005372000592
315,0.8939,0.1244,0.9947,0.0257,257.0,64.0,0.001,0.0016681005372000592
316,1.0068,0.0138,1.3384,-0.311,257.0,64.0,0.0004641588833612782,0.0016681005372000592
317,0.9643,0.0554,1.4374,-0.4079,257.0,64.0,0.00021544346900318845,0.0016681005372000592
318,0.9888,0.0314,1.479,-0.4487,257.0,64.0,0.0001,0.0016681005372000592
319,1.0675,-0.0456,0.7745,0.2414,257.0,64.0,0.5,0.004641588833612777
320,0.7369,0.2782,0.8213,0.1955,257.0,64.0,0.1,0.004641588833612777
321,0.9364,0.0828,0.839,0.1782,257.0,64.0,0.046415888336127795,0.004641588833612777
322,0.8932,0.1251,0.8536,0.1639,257.0,64.0,0.021544346900318846,0.004641588833612777
323,0.8783,0.1397,0.8683,0.1495,257.0,64.0,0.01,0.004641588833612777
324,0.8787,0.1393,0.89,0.1282,257.0,64.0,0.004641588833612782,0.004641588833612777
325,0.8846,0.1336,0.9264,0.0926,257.0,64.0,0.0021544346900318843,0.004641588833612777
326,0.9343,0.0849,0.9546,0.0649,257.0,64.0,0.001,0.004641588833612777
327,0.953,0.0665,1.2233,-0.1983,257.0,64.0,0.0004641588833612782,0.004641588833612777
328,0.9266,0.0924,1.403,-0.3743,257.0,64.0,0.00021544346900318845,0.004641588833612777
329,0.9935,0.0269,1.462,-0.4321,257.0,64.0,0.0001,0.004641588833612777
330,1.0361,-0.0149,0.8774,0.1406,257.0,64.0,0.5,0.012915496650148827
331,0.7409,0.2743,0.9066,0.112,257.0,64.0,0.1,0.012915496650148827
332,0.8908,0.1274,0.9128,0.1059,257.0,64.0,0.046415888336127795,0.012915496650148827
333,0.9216,0.0973,0.9182,0.1006,257.0,64.0,0.021544346900318846,0.012915496650148827
334,0.8789,0.1391,0.9268,0.0922,257.0,64.0,0.01,0.012915496650148827
335,0.8786,0.1394,0.9457,0.0737,257.0,64.0,0.004641588833612782,0.012915496650148827
336,0.8906,0.1276,0.9699,0.0499,257.0,64.0,0.0021544346900318843,0.012915496650148827
337,0.9266,0.0924,0.9797,0.0404,257.0,64.0,0.001,0.012915496650148827
338,0.9614,0.0583,0.9923,0.028,257.0,64.0,0.0004641588833612782,0.012915496650148827
339,0.9622,0.0575,1.2884,-0.262,257.0,64.0,0.00021544346900318845,0.012915496650148827
340,0.9955,0.0249,1.4179,-0.3888,257.0,64.0,0.0001,0.012915496650148827
341,1.0489,-0.0274,0.9622,0.0575,257.0,64.0,0.5,0.03593813663804626
342,0.9002,0.1182,0.9706,0.0493,257.0,64.0,0.1,0.03593813663804626
343,0.9475,0.0719,0.9726,0.0473,257.0,64.0,0.046415888336127795,0.03593813663804626
344,0.8809,0.1371,0.9755,0.0445,257.0,64.0,0.021544346900318846,0.03593813663804626
345,0.8819,0.1361,0.9827,0.0375,257.0,64.0,0.01,0.03593813663804626
346,0.8818,0.1363,0.9946,0.0258,257.0,64.0,0.004641588833612782,0.03593813663804626
347,0.8927,0.1256,1.0018,0.0188,257.0,64.0,0.0021544346900318843,0.03593813663804626
348,0.9231,0.0958,1.003,0.0176,257.0,64.0,0.001,0.03593813663804626
349,0.9408,0.0784,1.0009,0.0196,257.0,64.0,0.0004641588833612782,0.03593813663804626
350,1.0307,-0.0096,1.0062,0.0144,257.0,64.0,0.00021544346900318845,0.03593813663804626
351,0.9557,0.0639,1.2731,-0.247,257.0,64.0,0.0001,0.03593813663804626
352,1.0283,-0.0073,1.0212,-0.0003,257.0,64.0,0.5,0.1
353,0.938,0.0812,1.0022,0.0183,257.0,64.0,0.1,0.1
354,0.8978,0.1206,1.0034,0.0172,257.0,64.0,0.046415888336127795,0.1
355,0.8898,0.1284,1.006,0.0146,257.0,64.0,0.021544346900318846,0.1
356,0.8917,0.1265,1.0105,0.0102,257.0,64.0,0.01,0.1
357,0.8967,0.1217,1.0135,0.0073,257.0,64.0,0.004641588833612782,0.1
358,0.9139,0.1048,1.0139,0.0068,257.0,64.0,0.0021544346900318843,0.1
359,0.9118,0.1068,1.0131,0.0077,257.0,64.0,0.001,0.1
360,0.9666,0.0532,1.0115,0.0092,257.0,64.0,0.0004641588833612782,0.1
361,0.9706,0.0493,1.0089,0.0117,257.0,64.0,0.00021544346900318845,0.1
362,0.9479,0.0715,1.009,0.0117,257.0,64.0,0.0001,0.1
363,0.7737,0.2421,0.7056,0.3088,513.0,128.0,0.5,0.0
364,0.8017,0.2148,0.7526,0.2629,513.0,128.0,0.1,0.0
365,0.7615,0.254,0.788,0.2282,513.0,128.0,0.046415888336127795,0.0
366,0.8819,0.1361,0.8122,0.2044,513.0,128.0,0.021544346900318846,0.0
367,0.8874,0.1308,0.8262,0.1907,513.0,128.0,0.01,0.0
368,0.8788,0.1392,0.8379,0.1793,513.0,128.0,0.004641588833612782,0.0
369,0.8863,0.1318,0.8505,0.1669,513.0,128.0,0.0021544346900318843,0.0
370,0.9094,0.1092,0.8646,0.1531,513.0,128.0,0.001,0.0
371,0.9435,0.0758,0.8821,0.136,513.0,128.0,0.0004641588833612782,0.0
372,1.02,0.0009,0.9034,0.1151,513.0,128.0,0.00021544346900318845,0.0
373,1.0644,-0.0427,0.9191,0.0997,513.0,128.0,0.0001,0.0
374,1.0601,-0.0384,0.7056,0.3088,513.0,128.0,0.5,1e-05
375,0.7668,0.2489,0.7526,0.2629,513.0,128.0,0.1,1e-05
376,0.806,0.2105,0.7879,0.2282,513.0,128.0,0.046415888336127795,1e-05
377,0.9668,0.053,0.8122,0.2045,513.0,128.0,0.021544346900318846,1e-05
378,0.8786,0.1394,0.8262,0.1907,513.0,128.0,0.01,1e-05
379,0.8801,0.1379,0.8379,0.1793,513.0,128.0,0.004641588833612782,1e-05
380,0.884,0.1341,0.8505,0.1669,513.0,128.0,0.0021544346900318843,1e-05
381,0.8967,0.1217,0.8647,0.1531,513.0,128.0,0.001,1e-05
382,0.9527,0.0668,0.8822,0.1359,513.0,128.0,0.0004641588833612782,1e-05
383,1.0218,-0.0009,0.9035,0.115,513.0,128.0,0.00021544346900318845,1e-05
384,1.0307,-0.0096,0.9191,0.0997,513.0,128.0,0.0001,1e-05
385,1.0526,-0.031,0.7057,0.3088,513.0,128.0,0.5,2.782559402207126e-05
386,1.0191,0.0018,0.7526,0.2629,513.0,128.0,0.1,2.782559402207126e-05
387,0.7846,0.2315,0.7878,0.2284,513.0,128.0,0.046415888336127795,2.782559402207126e-05
388,0.8781,0.1399,0.8121,0.2046,513.0,128.0,0.021544346900318846,2.782559402207126e-05
389,0.8813,0.1367,0.8261,0.1908,513.0,128.0,0.01,2.782559402207126e-05
390,0.8794,0.1386,0.8379,0.1793,513.0,128.0,0.004641588833612782,2.782559402207126e-05
391,0.8828,0.1353,0.8505,0.1669,513.0,128.0,0.0021544346900318843,2.782559402207126e-05
392,0.904,0.1145,0.8647,0.153,513.0,128.0,0.001,2.782559402207126e-05
393,0.9549,0.0647,0.8822,0.1358,513.0,128.0,0.0004641588833612782,2.782559402207126e-05
394,0.9993,0.0212,0.9035,0.115,513.0,128.0,0.00021544346900318845,2.782559402207126e-05
395,1.0315,-0.0104,0.9191,0.0997,513.0,128.0,0.0001,2.782559402207126e-05
396,1.0212,-0.0003,0.7058,0.3087,513.0,128.0,0.5,7.742636826811278e-05
397,1.0207,0.0002,0.7526,0.2628,513.0,128.0,0.1,7.742636826811278e-05
398,0.8012,0.2152,0.7875,0.2286,513.0,128.0,0.046415888336127795,7.742636826811278e-05
399,0.897,0.1214,0.8118,0.2048,513.0,128.0,0.021544346900318846,7.742636826811278e-05
400,0.8937,0.1246,0.826,0.1909,513.0,128.0,0.01,7.742636826811278e-05
401,0.8791,0.1389,0.8379,0.1793,513.0,128.0,0.004641588833612782,7.742636826811278e-05
402,0.8851,0.1331,0.8506,0.1668,513.0,128.0,0.0021544346900318843,7.742636826811278e-05
403,0.9146,0.1041,0.8648,0.1529,513.0,128.0,0.001,7.742636826811278e-05
404,0.957,0.0626,0.8825,0.1356,513.0,128.0,0.0004641588833612782,7.742636826811278e-05
405,0.9543,0.0652,0.9037,0.1148,513.0,128.0,0.00021544346900318845,7.742636826811278e-05
406,1.0439,-0.0225,0.9192,0.0996,513.0,128.0,0.0001,7.742636826811278e-05
407,1.028,-0.0069,0.7061,0.3083,513.0,128.0,0.5,0.00021544346900318823
408,0.8229,0.194,0.7528,0.2627,513.0,128.0,0.1,0.00021544346900318823
409,0.7799,0.2361,0.7869,0.2292,513.0,128.0,0.046415888336127795,0.00021544346900318823
410,0.8957,0.1227,0.8112,0.2054,513.0,128.0,0.021544346900318846,0.00021544346900318823
411,0.8789,0.1391,0.8258,0.1911,513.0,128.0,0.01,0.00021544346900318823
412,0.8791,0.1389,0.8379,0.1792,513.0,128.0,0.004641588833612782,0.00021544346900318823
413,0.8841,0.134,0.8507,0.1667,513.0,128.0,0.0021544346900318843,0.00021544346900318823
414,0.913,0.1057,0.8651,0.1527,513.0,128.0,0.001,0.00021544346900318823
415,0.9415,0.0777,0.8831,0.135,513.0,128.0,0.0004641588833612782,0.00021544346900318823
416,0.9386,0.0806,0.9043,0.1142,513.0,128.0,0.00021544346900318845,0.00021544346900318823
417,0.9902,0.0301,0.9195,0.0993,513.0,128.0,0.0001,0.00021544346900318823
418,1.0233,-0.0024,0.7076,0.3069,513.0,128.0,0.5,0.0005994842503189409
419,0.6712,0.3426,0.7541,0.2613,513.0,128.0,0.1,0.0005994842503189409
420,0.7934,0.2228,0.7866,0.2295,513.0,128.0,0.046415888336127795,0.0005994842503189409
421,0.882,0.1361,0.8106,0.206,513.0,128.0,0.021544346900318846,0.0005994842503189409
422,0.8791,0.1389,0.826,0.1909,513.0,128.0,0.01,0.0005994842503189409
423,0.8789,0.1391,0.8386,0.1786,513.0,128.0,0.004641588833612782,0.0005994842503189409
424,0.8821,0.136,0.8516,0.1658,513.0,128.0,0.0021544346900318843,0.0005994842503189409
425,0.8985,0.1199,0.8663,0.1515,513.0,128.0,0.001,0.0005994842503189409
426,0.9383,0.0809,0.8851,0.133,513.0,128.0,0.0004641588833612782,0.0005994842503189409
427,0.9744,0.0456,0.9058,0.1127,513.0,128.0,0.00021544346900318845,0.0005994842503189409
428,1.0231,-0.0021,0.9203,0.0985,513.0,128.0,0.0001,0.0005994842503189409
429,1.0216,-0.0007,0.7159,0.2988,513.0,128.0,0.5,0.0016681005372000592
430,1.0237,-0.0027,0.7637,0.2519,513.0,128.0,0.1,0.0016681005372000592
431,0.8154,0.2013,0.7932,0.2231,513.0,128.0,0.046415888336127795,0.0016681005372000592
432,0.8842,0.1339,0.8157,0.201,513.0,128.0,0.021544346900318846,0.0016681005372000592
433,0.8793,0.1387,0.8312,0.1858,513.0,128.0,0.01,0.0016681005372000592
434,0.8788,0.1392,0.8442,0.1731,513.0,128.0,0.004641588833612782,0.0016681005372000592
435,0.8821,0.136,0.8571,0.1605,513.0,128.0,0.0021544346900318843,0.0016681005372000592
436,0.9273,0.0917,0.872,0.1458,513.0,128.0,0.001,0.0016681005372000592
437,0.9685,0.0514,0.8913,0.127,513.0,128.0,0.0004641588833612782,0.0016681005372000592
438,0.9979,0.0226,0.9101,0.1086,513.0,128.0,0.00021544346900318845,0.0016681005372000592
439,1.0011,0.0194,0.9225,0.0964,513.0,128.0,0.0001,0.0016681005372000592
440,1.0209,-0.0,0.7819,0.2341,513.0,128.0,0.5,0.004641588833612777
441,0.8657,0.152,0.8121,0.2045,513.0,128.0,0.1,0.004641588833612777
442,0.7874,0.2288,0.831,0.186,513.0,128.0,0.046415888336127795,0.004641588833612777
443,0.8901,0.1281,0.8469,0.1704,513.0,128.0,0.021544346900318846,0.004641588833612777
444,0.886,0.1322,0.8593,0.1583,513.0,128.0,0.01,0.004641588833612777
445,0.8791,0.1389,0.8708,0.147,513.0,128.0,0.004641588833612782,0.004641588833612777
446,0.8855,0.1327,0.8824,0.1357,513.0,128.0,0.0021544346900318843,0.004641588833612777
447,0.9191,0.0997,0.8959,0.1224,513.0,128.0,0.001,0.004641588833612777
448,0.9643,0.0555,0.9103,0.1084,513.0,128.0,0.0004641588833612782,0.004641588833612777
449,1.0058,0.0148,0.9215,0.0974,513.0,128.0,0.00021544346900318845,0.004641588833612777
450,0.9845,0.0356,0.9282,0.0908,513.0,128.0,0.0001,0.004641588833612777
451,1.023,-0.002,0.852,0.1654,513.0,128.0,0.5,0.012915496650148827
452,1.0216,-0.0007,0.8999,0.1185,513.0,128.0,0.1,0.012915496650148827
453,0.8339,0.1832,0.9073,0.1113,513.0,128.0,0.046415888336127795,0.012915496650148827
454,0.8795,0.1385,0.9137,0.105,513.0,128.0,0.021544346900318846,0.012915496650148827
455,0.8797,0.1383,0.9203,0.0985,513.0,128.0,0.01,0.012915496650148827
456,0.8796,0.1384,0.9281,0.0909,513.0,128.0,0.004641588833612782,0.012915496650148827
457,0.8923,0.126,0.9372,0.082,513.0,128.0,0.0021544346900318843,0.012915496650148827
458,0.9115,0.1072,0.9456,0.0738,513.0,128.0,0.001,0.012915496650148827
459,0.9479,0.0715,0.9485,0.071,513.0,128.0,0.0004641588833612782,0.012915496650148827
460,0.9845,0.0357,0.946,0.0734,513.0,128.0,0.00021544346900318845,0.012915496650148827
461,1.0267,-0.0057,0.9419,0.0774,513.0,128.0,0.0001,0.012915496650148827
462,1.0499,-0.0284,0.9605,0.0591,513.0,128.0,0.5,0.03593813663804626
463,1.0215,-0.0006,0.9677,0.0521,513.0,128.0,0.1,0.03593813663804626
464,0.8495,0.1679,0.9704,0.0495,513.0,128.0,0.046415888336127795,0.03593813663804626
465,0.8884,0.1298,0.9731,0.0468,513.0,128.0,0.021544346900318846,0.03593813663804626
466,0.886,0.1321,0.9767,0.0433,513.0,128.0,0.01,0.03593813663804626
467,0.8841,0.134,0.9812,0.0389,513.0,128.0,0.004641588833612782,0.03593813663804626
468,0.8907,0.1276,0.9856,0.0346,513.0,128.0,0.0021544346900318843,0.03593813663804626
469,0.9251,0.0938,0.9873,0.0329,513.0,128.0,0.001,0.03593813663804626
470,0.9411,0.0782,0.9844,0.0358,513.0,128.0,0.0004641588833612782,0.03593813663804626
471,0.998,0.0224,0.9766,0.0434,513.0,128.0,0.00021544346900318845,0.03593813663804626
472,1.0086,0.012,0.9653,0.0545,513.0,128.0,0.0001,0.03593813663804626
473,1.0358,-0.0145,1.0212,-0.0003,513.0,128.0,0.5,0.1
474,1.0206,0.0003,1.0011,0.0194,513.0,128.0,0.1,0.1
475,0.8839,0.1342,1.0022,0.0183,513.0,128.0,0.046415888336127795,0.1
476,0.9146,0.1041,1.0037,0.0168,513.0,128.0,0.021544346900318846,0.1
477,0.8909,0.1273,1.0056,0.015,513.0,128.0,0.01,0.1
478,0.8972,0.1212,1.0075,0.0132,513.0,128.0,0.004641588833612782,0.1
479,0.9066,0.1119,1.0083,0.0124,513.0,128.0,0.0021544346900318843,0.1
480,0.9045,0.1141,1.0071,0.0135,513.0,128.0,0.001,0.1
481,0.9818,0.0384,1.0038,0.0168,513.0,128.0,0.0004641588833612782,0.1
482,0.9389,0.0804,0.9979,0.0226,513.0,128.0,0.00021544346900318845,0.1
483,1.0035,0.017,0.9886,0.0317,513.0,128.0,0.0001,0.1
484,1.0248,-0.0038,0.7033,0.3111,1025.0,256.0,0.5,0.0
485,1.021,-0.0001,0.7437,0.2715,1025.0,256.0,0.1,0.0
486,1.0162,0.0046,0.7975,0.2188,1025.0,256.0,0.046415888336127795,0.0
487,0.8692,0.1486,0.8357,0.1814,1025.0,256.0,0.021544346900318846,0.0
488,0.8799,0.1381,0.8536,0.1639,1025.0,256.0,0.01,0.0
489,0.8865,0.1316,0.8702,0.1476,1025.0,256.0,0.004641588833612782,0.0
490,0.8829,0.1352,0.8965,0.1219,1025.0,256.0,0.0021544346900318843,0.0
491,0.9101,0.1085,0.9672,0.0526,1025.0,256.0,0.001,0.0
492,0.9365,0.0827,1.0012,0.0193,1025.0,256.0,0.0004641588833612782,0.0
493,0.997,0.0234,1.0381,-0.0168,1025.0,256.0,0.00021544346900318845,0.0
494,0.9952,0.0251,1.1126,-0.0898,1025.0,256.0,0.0001,0.0
495,0.7184,0.2963,0.7034,0.311,1025.0,256.0,0.5,1e-05
496,1.0137,0.0071,0.7437,0.2716,1025.0,256.0,0.1,1e-05
497,0.7238,0.291,0.7974,0.219,1025.0,256.0,0.046415888336127795,1e-05
498,0.8549,0.1626,0.8356,0.1815,1025.0,256.0,0.021544346900318846,1e-05
499,0.8954,0.123,0.8536,0.1639,1025.0,256.0,0.01,1e-05
500,0.88,0.138,0.8702,0.1476,1025.0,256.0,0.004641588833612782,1e-05
501,0.8843,0.1338,0.8966,0.1218,1025.0,256.0,0.0021544346900318843,1e-05
502,0.9094,0.1092,0.9674,0.0524,1025.0,256.0,0.001,1e-05
503,0.9295,0.0895,1.0012,0.0193,1025.0,256.0,0.0004641588833612782,1e-05
504,0.9851,0.035,1.038,-0.0167,1025.0,256.0,0.00021544346900318845,1e-05
505,0.9867,0.0335,1.1125,-0.0897,1025.0,256.0,0.0001,1e-05
506,1.0492,-0.0277,0.7034,0.311,1025.0,256.0,0.5,2.782559402207126e-05
507,1.0209,0.0,0.7437,0.2716,1025.0,256.0,0.1,2.782559402207126e-05
508,0.8342,0.1829,0.7971,0.2192,1025.0,256.0,0.046415888336127795,2.782559402207126e-05
509,0.8736,0.1443,0.8356,0.1816,1025.0,256.0,0.021544346900318846,2.782559402207126e-05
510,0.8791,0.1389,0.8536,0.1639,1025.0,256.0,0.01,2.782559402207126e-05
511,0.8805,0.1375,0.8702,0.1476,1025.0,256.0,0.004641588833612782,2.782559402207126e-05
512,0.8853,0.1328,0.8967,0.1216,1025.0,256.0,0.0021544346900318843,2.782559402207126e-05
513,0.904,0.1145,0.9676,0.0522,1025.0,256.0,0.001,2.782559402207126e-05
514,0.9476,0.0718,1.0012,0.0193,1025.0,256.0,0.0004641588833612782,2.782559402207126e-05
515,0.9914,0.0289,1.0378,-0.0166,1025.0,256.0,0.00021544346900318845,2.782559402207126e-05
516,0.9812,0.0389,1.1122,-0.0894,1025.0,256.0,0.0001,2.782559402207126e-05
517,1.022,-0.001,0.7035,0.3109,1025.0,256.0,0.5,7.742636826811278e-05
518,1.0221,-0.0011,0.7437,0.2716,1025.0,256.0,0.1,7.742636826811278e-05
519,1.0355,-0.0143,0.7965,0.2198,1025.0,256.0,0.046415888336127795,7.742636826811278e-05
520,0.8789,0.1391,0.8354,0.1817,1025.0,256.0,0.021544346900318846,7.742636826811278e-05
521,0.8825,0.1355,0.8536,0.1639,1025.0,256.0,0.01,7.742636826811278e-05
522,0.8885,0.1297,0.8703,0.1475,1025.0,256.0,0.004641588833612782,7.742636826811278e-05
523,0.8883,0.1299,0.8973,0.1211,1025.0,256.0,0.0021544346900318843,7.742636826811278e-05
524,0.912,0.1067,0.9684,0.0515,1025.0,256.0,0.001,7.742636826811278e-05
525,0.9258,0.0932,1.0012,0.0193,1025.0,256.0,0.0004641588833612782,7.742636826811278e-05
526,0.9771,0.0429,1.0374,-0.0161,1025.0,256.0,0.00021544346900318845,7.742636826811278e-05
527,0.9953,0.0251,1.1114,-0.0887,1025.0,256.0,0.0001,7.742636826811278e-05
528,1.071,-0.0491,0.7039,0.3105,1025.0,256.0,0.5,0.00021544346900318823
529,1.0221,-0.0012,0.7439,0.2714,1025.0,256.0,0.1,0.00021544346900318823
530,0.9908,0.0295,0.7952,0.2211,1025.0,256.0,0.046415888336127795,0.00021544346900318823
531,0.8713,0.1465,0.8349,0.1822,1025.0,256.0,0.021544346900318846,0.00021544346900318823
532,0.9203,0.0985,0.8538,0.1637,1025.0,256.0,0.01,0.00021544346900318823
533,0.8807,0.1373,0.8707,0.1471,1025.0,256.0,0.004641588833612782,0.00021544346900318823
534,0.8847,0.1334,0.8989,0.1195,1025.0,256.0,0.0021544346900318843,0.00021544346900318823
535,0.9145,0.1042,0.9704,0.0495,1025.0,256.0,0.001,0.00021544346900318823
536,0.9485,0.0709,1.0013,0.0192,1025.0,256.0,0.0004641588833612782,0.00021544346900318823
537,0.9867,0.0335,1.0362,-0.0149,1025.0,256.0,0.00021544346900318845,0.00021544346900318823
538,0.985,0.0351,1.1094,-0.0867,1025.0,256.0,0.0001,0.00021544346900318823
539,1.0073,0.0133,0.7054,0.3091,1025.0,256.0,0.5,0.0005994842503189409
540,1.0262,-0.0051,0.7458,0.2694,1025.0,256.0,0.1,0.0005994842503189409
541,0.8613,0.1563,0.794,0.2222,1025.0,256.0,0.046415888336127795,0.0005994842503189409
542,0.8809,0.1372,0.8347,0.1823,1025.0,256.0,0.021544346900318846,0.0005994842503189409
543,0.895,0.1233,0.8549,0.1626,1025.0,256.0,0.01,0.0005994842503189409
544,0.8799,0.1381,0.8724,0.1455,1025.0,256.0,0.004641588833612782,0.0005994842503189409
545,0.8834,0.1347,0.9054,0.1132,1025.0,256.0,0.0021544346900318843,0.0005994842503189409
546,0.9101,0.1085,0.9755,0.0445,1025.0,256.0,0.001,0.0005994842503189409
547,0.9555,0.0641,1.0017,0.0188,1025.0,256.0,0.0004641588833612782,0.0005994842503189409
548,0.9579,0.0617,1.0331,-0.0119,1025.0,256.0,0.00021544346900318845,0.0005994842503189409
549,1.0143,0.0064,1.1038,-0.0812,1025.0,256.0,0.0001,0.0005994842503189409
550,1.0275,-0.0065,0.7137,0.3009,1025.0,256.0,0.5,0.0016681005372000592
551,1.0211,-0.0002,0.7588,0.2567,1025.0,256.0,0.1,0.0016681005372000592
552,0.8325,0.1846,0.8032,0.2133,1025.0,256.0,0.046415888336127795,0.0016681005372000592
553,0.8675,0.1503,0.8411,0.1762,1025.0,256.0,0.021544346900318846,0.0016681005372000592
554,0.8836,0.1345,0.8619,0.1557,1025.0,256.0,0.01,0.0016681005372000592
555,0.8848,0.1334,0.8804,0.1376,1025.0,256.0,0.004641588833612782,0.0016681005372000592
556,0.8839,0.1342,0.934,0.0851,1025.0,256.0,0.0021544346900318843,0.0016681005372000592
557,0.9181,0.1007,0.9867,0.0335,1025.0,256.0,0.001,0.0016681005372000592
558,0.9595,0.0601,1.0032,0.0173,1025.0,256.0,0.0004641588833612782,0.0016681005372000592
559,0.9807,0.0394,1.0264,-0.0054,1025.0,256.0,0.00021544346900318845,0.0016681005372000592
560,1.0474,-0.026,1.0897,-0.0674,1025.0,256.0,0.0001,0.0016681005372000592
561,0.9686,0.0513,0.8084,0.2081,1025.0,256.0,0.5,0.004641588833612777
562,0.8456,0.1717,0.8161,0.2006,1025.0,256.0,0.1,0.004641588833612777
563,0.8034,0.2131,0.8486,0.1688,1025.0,256.0,0.046415888336127795,0.004641588833612777
564,0.872,0.1458,0.8716,0.1463,1025.0,256.0,0.021544346900318846,0.004641588833612777
565,0.8797,0.1383,0.8908,0.1275,1025.0,256.0,0.01,0.004641588833612777
566,0.8795,0.1385,0.9208,0.0981,1025.0,256.0,0.004641588833612782,0.004641588833612777
567,0.8839,0.1342,0.9844,0.0357,1025.0,256.0,0.0021544346900318843,0.004641588833612777
568,0.9118,0.1069,1.003,0.0175,1025.0,256.0,0.001,0.004641588833612777
569,0.9715,0.0484,1.0079,0.0127,1025.0,256.0,0.0004641588833612782,0.004641588833612777
570,1.0179,0.003,1.0175,0.0033,1025.0,256.0,0.00021544346900318845,0.004641588833612777
571,0.9827,0.0374,1.0603,-0.0386,1025.0,256.0,0.0001,0.004641588833612777
572,1.0552,-0.0336,1.0212,-0.0003,1025.0,256.0,0.5,0.012915496650148827
573,1.021,-0.0001,0.9095,0.1092,1025.0,256.0,0.1,0.012915496650148827
574,1.0252,-0.0042,0.9233,0.0956,1025.0,256.0,0.046415888336127795,0.012915496650148827
575,0.8801,0.1379,0.9337,0.0854,1025.0,256.0,0.021544346900318846,0.012915496650148827
576,0.8831,0.135,0.9572,0.0624,1025.0,256.0,0.01,0.012915496650148827
577,0.8825,0.1356,0.9993,0.0211,1025.0,256.0,0.004641588833612782,0.012915496650148827
578,0.8873,0.1309,1.0118,0.009,1025.0,256.0,0.0021544346900318843,0.012915496650148827
579,0.9199,0.099,1.0139,0.0069,1025.0,256.0,0.001,0.012915496650148827
580,0.9348,0.0843,1.014,0.0068,1025.0,256.0,0.0004641588833612782,0.012915496650148827
581,0.9695,0.0503,1.0149,0.0059,1025.0,256.0,0.00021544346900318845,0.012915496650148827
582,1.0091,0.0116,1.0272,-0.0062,1025.0,256.0,0.0001,0.012915496650148827
583,1.0211,-0.0002,1.0212,-0.0003,1025.0,256.0,0.5,0.03593813663804626
584,1.0209,-0.0,0.9765,0.0435,1025.0,256.0,0.1,0.03593813663804626
585,1.0208,0.0001,0.981,0.0391,1025.0,256.0,0.046415888336127795,0.03593813663804626
586,0.896,0.1224,0.9941,0.0262,1025.0,256.0,0.021544346900318846,0.03593813663804626
587,0.8855,0.1327,1.0127,0.008,1025.0,256.0,0.01,0.03593813663804626
588,0.8956,0.1227,1.0176,0.0032,1025.0,256.0,0.004641588833612782,0.03593813663804626
589,0.8917,0.1265,1.0184,0.0024,1025.0,256.0,0.0021544346900318843,0.03593813663804626
590,0.9096,0.109,1.0183,0.0025,1025.0,256.0,0.001,0.03593813663804626
591,0.9456,0.0738,1.0178,0.003,1025.0,256.0,0.0004641588833612782,0.03593813663804626
592,1.0064,0.0142,1.0172,0.0036,1025.0,256.0,0.00021544346900318845,0.03593813663804626
593,1.0115,0.0092,1.0177,0.0031,1025.0,256.0,0.0001,0.03593813663804626
594,1.0217,-0.0008,1.0212,-0.0003,1025.0,256.0,0.5,0.1
595,1.0216,-0.0007,1.0212,-0.0003,1025.0,256.0,0.1,0.1
596,0.897,0.1214,1.0145,0.0063,1025.0,256.0,0.046415888336127795,0.1
597,0.905,0.1135,1.0183,0.0026,1025.0,256.0,0.021544346900318846,0.1
598,0.9086,0.11,1.0199,0.001,1025.0,256.0,0.01,0.1
599,0.8964,0.122,1.0202,0.0007,1025.0,256.0,0.004641588833612782,0.1
600,0.9021,0.1164,1.0202,0.0007,1025.0,256.0,0.0021544346900318843,0.1
601,0.9309,0.0881,1.02,0.0008,1025.0,256.0,0.001,0.1
602,0.9812,0.0389,1.0197,0.0012,1025.0,256.0,0.0004641588833612782,0.1
603,0.9847,0.0355,1.0192,0.0017,1025.0,256.0,0.00021544346900318845,0.1
604,1.0483,-0.0268,1.0185,0.0023,1025.0,256.0,0.0001,0.1
