,degree,coeff name,coeff value,std error,CI lower,CI upper
47,19.0,$\beta$47,0.0,0.0,-0.0,0.0
48,19.0,$\beta$48,0.0,0.0,-0.0,0.0
49,19.0,$\beta$49,0.0,0.0,-0.0,0.0
50,19.0,$\beta$50,0.0,0.0,-0.0,0.0
51,19.0,$\beta$51,-0.0,0.0,-0.0,-0.0
52,19.0,$\beta$52,0.0,0.0,-0.0,0.0
53,19.0,$\beta$53,0.0,0.0,-0.0,0.0
54,19.0,$\beta$54,-0.0,0.0,-0.0,0.0
55,19.0,$\beta$55,0.0,0.0,-0.0,0.0
56,19.0,$\beta$56,0.0,0.0,0.0,0.0
57,19.0,$\beta$57,0.0,0.0,-0.0,0.0
58,19.0,$\beta$58,-0.0,0.0,-0.0,0.0
59,19.0,$\beta$59,0.0,0.0,-0.0,0.0
60,19.0,$\beta$60,0.0,0.0,-0.0,0.0
61,19.0,$\beta$61,-0.0,0.0,-0.0,0.0
62,19.0,$\beta$62,-0.0,0.0,-0.0,0.0
63,19.0,$\beta$63,-0.0,0.0,-0.0,0.0
64,19.0,$\beta$64,-0.0,0.0,-0.0,0.0
65,19.0,$\beta$65,-0.0,0.0,-0.0,0.0
66,19.0,$\beta$66,0.0,0.0,-0.0,0.0
67,19.0,$\beta$67,-0.0,0.0,-0.0,0.0
68,19.0,$\beta$68,0.0,0.0,-0.0,0.0
69,19.0,$\beta$69,0.0,0.0,-0.0,0.0
70,19.0,$\beta$70,-0.0,0.0,-0.0,0.0
71,19.0,$\beta$71,0.0,0.0,-0.0,0.0
72,19.0,$\beta$72,-0.0,0.0,-0.0,0.0
73,19.0,$\beta$73,0.0,0.0,-0.0,0.0
74,19.0,$\beta$74,-0.0,0.0,-0.0,0.0
75,19.0,$\beta$75,0.0,0.0,-0.0,0.0
76,19.0,$\beta$76,0.0,0.0,-0.0,0.0
77,19.0,$\beta$77,-0.0,0.0,-0.0,-0.0
78,19.0,$\beta$78,-0.0,0.0,-0.0,0.0
79,19.0,$\beta$79,-0.0,0.0,-0.0,0.0
80,19.0,$\beta$80,0.0,0.0,-0.0,0.0
81,19.0,$\beta$81,-0.0,0.0,-0.0,0.0
82,19.0,$\beta$82,0.0,0.0,-0.0,0.0
83,19.0,$\beta$83,-0.0,0.0,-0.0,0.0
84,19.0,$\beta$84,0.0,0.0,0.0,0.0
85,19.0,$\beta$85,-0.0,0.0,-0.0,0.0
86,19.0,$\beta$86,-0.0,0.0,-0.0,0.0
87,19.0,$\beta$87,0.0,0.0,-0.0,0.0
88,19.0,$\beta$88,-0.0,0.0,-0.0,0.0
89,19.0,$\beta$89,-0.0,0.0,-0.0,0.0
90,19.0,$\beta$90,0.0,0.0,-0.0,0.0
91,19.0,$\beta$91,0.0,0.0,0.0,0.0
92,19.0,$\beta$92,0.0,0.0,-0.0,0.0
93,19.0,$\beta$93,0.0,0.0,-0.0,0.0
94,19.0,$\beta$94,0.0,0.0,-0.0,0.0
95,19.0,$\beta$95,-0.0,0.0,-0.0,0.0
96,19.0,$\beta$96,-0.0,0.0,-0.0,0.0
97,19.0,$\beta$97,-0.0,0.0,-0.0,0.0
98,19.0,$\beta$98,-0.0,0.0,-0.0,0.0
99,19.0,$\beta$99,0.0,0.0,-0.0,0.0
100,19.0,$\beta$100,0.0,0.0,-0.0,0.0
101,19.0,$\beta$101,-0.0,0.0,-0.0,0.0
102,19.0,$\beta$102,-0.0,0.0,-0.0,0.0
103,19.0,$\beta$103,0.0,0.0,-0.0,0.0
104,19.0,$\beta$104,0.0,0.0,-0.0,0.0
105,19.0,$\beta$105,0.0,0.0,-0.0,0.0
106,19.0,$\beta$106,-0.0,0.0,-0.0,0.0
107,19.0,$\beta$107,-0.0,0.0,-0.0,0.0
108,19.0,$\beta$108,0.0,0.0,-0.0,0.0
109,19.0,$\beta$109,0.0,0.0,-0.0,0.0
110,19.0,$\beta$110,0.0,0.0,-0.0,0.0
111,19.0,$\beta$111,0.0,0.0,-0.0,0.0
112,19.0,$\beta$112,0.0,0.0,-0.0,0.0
113,19.0,$\beta$113,0.0,0.0,-0.0,0.0
114,19.0,$\beta$114,0.0,0.0,-0.0,0.0
115,19.0,$\beta$115,0.0,0.0,-0.0,0.0
116,19.0,$\beta$116,-0.0,0.0,-0.0,0.0
117,19.0,$\beta$117,-0.0,0.0,-0.0,0.0
118,19.0,$\beta$118,0.0,0.0,-0.0,0.0
119,19.0,$\beta$119,-0.0,0.0,-0.0,-0.0
120,19.0,$\beta$120,-0.0,0.0,-0.0,0.0
121,19.0,$\beta$121,0.0,0.0,-0.0,0.0
122,19.0,$\beta$122,0.0,0.0,-0.0,0.0
123,19.0,$\beta$123,-0.0,0.0,-0.0,0.0
124,19.0,$\beta$124,-0.0,0.0,-0.0,-0.0
125,19.0,$\beta$125,0.0,0.0,-0.0,0.0
126,19.0,$\beta$126,0.0,0.0,-0.0,0.0
127,19.0,$\beta$127,-0.0,0.0,-0.0,0.0
128,19.0,$\beta$128,-0.0,0.0,-0.0,0.0
129,19.0,$\beta$129,-0.0,0.0,-0.0,0.0
130,19.0,$\beta$130,-0.0,0.0,-0.0,0.0
131,19.0,$\beta$131,-0.0,0.0,-0.0,0.0
132,19.0,$\beta$132,-0.0,0.0,-0.0,0.0
133,19.0,$\beta$133,-0.0,0.0,-0.0,0.0
134,19.0,$\beta$134,0.0,0.0,-0.0,0.0
135,19.0,$\beta$135,-0.0,0.0,-0.0,0.0
136,19.0,$\beta$136,-0.0,0.0,-0.0,0.0
137,19.0,$\beta$137,-0.0,0.0,-0.0,0.0
138,19.0,$\beta$138,-0.0,0.0,-0.0,-0.0
139,19.0,$\beta$139,0.0,0.0,-0.0,0.0
140,19.0,$\beta$140,-0.0,0.0,-0.0,0.0
141,19.0,$\beta$141,0.0,0.0,-0.0,0.0
142,19.0,$\beta$142,0.0,0.0,-0.0,0.0
143,19.0,$\beta$143,-0.0,0.0,-0.0,0.0
144,19.0,$\beta$144,-0.0,0.0,-0.0,0.0
145,19.0,$\beta$145,0.0,0.0,-0.0,0.0
146,19.0,$\beta$146,0.0,0.0,-0.0,0.0
147,19.0,$\beta$147,0.0,0.0,-0.0,0.0
148,19.0,$\beta$148,-0.0,0.0,-0.0,-0.0
149,19.0,$\beta$149,0.0,0.0,-0.0,0.0
150,19.0,$\beta$150,0.0,0.0,-0.0,0.0
151,19.0,$\beta$151,0.0,0.0,-0.0,0.0
152,19.0,$\beta$152,0.0,0.0,-0.0,0.0
153,19.0,$\beta$153,0.0,0.0,-0.0,0.0
154,19.0,$\beta$154,-0.0,0.0,-0.0,0.0
155,19.0,$\beta$155,-0.0,0.0,-0.0,0.0
156,19.0,$\beta$156,-0.0,0.0,-0.0,-0.0
157,19.0,$\beta$157,0.0,0.0,-0.0,0.0
158,19.0,$\beta$158,-0.0,0.0,-0.0,0.0
159,19.0,$\beta$159,-0.0,0.0,-0.0,0.0
160,19.0,$\beta$160,0.0,0.0,-0.0,0.0
161,19.0,$\beta$161,0.0,0.0,-0.0,0.0
162,19.0,$\beta$162,0.0,0.0,-0.0,0.0
163,19.0,$\beta$163,0.0,0.0,-0.0,0.0
164,19.0,$\beta$164,0.0,0.0,-0.0,0.0
165,19.0,$\beta$165,-0.0,0.0,-0.0,0.0
166,19.0,$\beta$166,0.0,0.0,-0.0,0.0
167,19.0,$\beta$167,-0.0,0.0,-0.0,0.0
168,19.0,$\beta$168,-0.0,0.0,-0.0,0.0
169,19.0,$\beta$169,0.0,0.0,-0.0,0.0
170,19.0,$\beta$170,-0.0,0.0,-0.0,-0.0
171,19.0,$\beta$171,-0.0,0.0,-0.0,0.0
172,19.0,$\beta$172,0.0,0.0,-0.0,0.0
173,19.0,$\beta$173,-0.0,0.0,-0.0,0.0
174,19.0,$\beta$174,-0.0,0.0,-0.0,0.0
175,19.0,$\beta$175,-0.0,0.0,-0.0,0.0
176,19.0,$\beta$176,0.0,0.0,0.0,0.0
177,19.0,$\beta$177,-0.0,0.0,-0.0,0.0
178,19.0,$\beta$178,0.0,0.0,-0.0,0.0
179,19.0,$\beta$179,-0.0,0.0,-0.0,0.0
180,19.0,$\beta$180,-0.0,0.0,-0.0,0.0
181,19.0,$\beta$181,-0.0,0.0,-0.0,0.0
182,19.0,$\beta$182,-0.0,0.0,-0.0,-0.0
183,19.0,$\beta$183,0.0,0.0,-0.0,0.0
184,19.0,$\beta$184,0.0,0.0,-0.0,0.0
185,19.0,$\beta$185,0.0,0.0,-0.0,0.0
186,19.0,$\beta$186,-0.0,0.0,-0.0,0.0
187,19.0,$\beta$187,-0.0,0.0,-0.0,0.0
188,19.0,$\beta$188,0.0,0.0,-0.0,0.0
189,19.0,$\beta$189,-0.0,0.0,-0.0,-0.0
190,19.0,$\beta$190,0.0,0.0,-0.0,0.0
191,19.0,$\beta$191,-0.0,0.0,-0.0,0.0
192,19.0,$\beta$192,0.0,0.0,-0.0,0.0
193,19.0,$\beta$193,-0.0,0.0,-0.0,0.0
194,19.0,$\beta$194,0.0,0.0,-0.0,0.0
195,19.0,$\beta$195,0.0,0.0,-0.0,0.0
196,19.0,$\beta$196,-0.0,0.0,-0.0,0.0
197,19.0,$\beta$197,-0.0,0.0,-0.0,0.0
198,19.0,$\beta$198,0.0,0.0,-0.0,0.0
199,19.0,$\beta$199,-0.0,0.0,-0.0,0.0
200,19.0,$\beta$200,0.0,0.0,-0.0,0.0
201,19.0,$\beta$201,0.0,0.0,-0.0,0.0
202,19.0,$\beta$202,0.0,0.0,-0.0,0.0
203,19.0,$\beta$203,0.0,0.0,-0.0,0.0
204,19.0,$\beta$204,-0.0,0.0,-0.0,0.0
205,19.0,$\beta$205,-0.0,0.0,-0.0,0.0
206,19.0,$\beta$206,0.0,0.0,-0.0,0.0
207,19.0,$\beta$207,0.0,0.0,-0.0,0.0
208,19.0,$\beta$208,-0.0,0.0,-0.0,0.0
209,19.0,$\beta$209,-0.0,0.0,-0.0,-0.0
